n_samples,mae,mse,rmse,r2,median_absolute_error,max_error,residual_mean,residual_std,residual_min,residual_max,model_name
200,12.843713320891963,551.4300653968936,23.482548102727133,0.669434057093165,9.395246128087788,236.11452240073612,0.5126585496474755,23.535864786845845,-47.53264377456113,236.11452240073612,Full Xtrain Retrained Best Optuna CNN with Xtest Early Stopping
