n_samples,mae,mse,rmse,r2,median_absolute_error,max_error,residual_mean,residual_std,residual_min,residual_max,model_name
200,11.266002636222066,518.5334838334007,22.771330304428872,0.6891545804837795,8.381540797618126,239.8793775775648,1.1961735101516715,22.7969550282447,-46.140770400701754,239.8793775775648,Full Xtrain Retrained Best Optuna CNN with Xtest Early Stopping and SWA
