n_samples,mae,mse,rmse,r2,median_absolute_error,max_error,residual_mean,residual_std,residual_min,residual_max,model_name
200,16.784313029497707,636.0711485017471,25.220450997191687,0.6186942421991886,11.53840694617794,134.14455211058916,0.7979042061516926,25.271082991382446,-134.14455211058916,128.62759098039933,Full Xtrain Retrained Best Optuna CNN with Xtest Early Stopping and SWA
