n_samples,mae,mse,rmse,r2,median_absolute_error,max_error,residual_mean,residual_std,residual_min,residual_max,model_name
200,4.864811435181903,45.6666319169085,6.75770907311853,0.9769990253370324,3.4365047771484143,31.471113975593198,1.3106903171110236,6.64601915907968,-19.937299277001017,31.471113975593198,Best Optuna Recursive 200 Forward Lateral Causal CNN
