trial,lookback,epoch,train_loss_regularized,recursive_200_mae_real,recursive_200_mse_real,recursive_200_rmse_real,recursive_200_r2_real,best_recursive_200_mae_real_so_far,learning_rate,epochs_without_improvement
12,150,1,1.1108132281670204,38.189326423456926,2006.1155792715424,44.78968161609929,-0.010422964710136373,38.189326423456926,0.0004350252003983435,0
12,150,2,1.0804759761003349,37.49082858503922,1948.5841049519095,44.142769565942615,0.018553991277263426,37.49082858503922,0.0004350252003983435,0
12,150,3,0.8914298461033747,60.21974076018887,4945.2413946347215,70.32241033009834,-1.4907764651269648,37.49082858503922,0.0004350252003983435,1
12,150,4,0.6297606857006366,57.267162721916904,4764.869816180151,69.02803645027252,-1.399928466669322,37.49082858503922,0.0004350252003983435,2
12,150,5,0.5041242060294518,50.735720863860905,4632.956154081499,68.06582221703856,-1.3334873329077812,37.49082858503922,0.0004350252003983435,3
12,150,6,0.45726935129899243,57.59300948186598,5353.012749860478,73.16428602713539,-1.69615921870724,37.49082858503922,0.0004350252003983435,4
12,150,7,0.441349720954895,38.42518416821415,2890.901540375193,53.767104630760926,-0.45606431418656546,37.49082858503922,0.0004350252003983435,5
12,150,8,0.4043030049250676,58.44338445749566,6266.601356362825,79.16186807019416,-2.1563076358002884,37.49082858503922,0.0004350252003983435,6
12,150,9,0.3538408225316268,69.82146555022898,8834.940913181752,93.99436639066063,-3.4499067166297337,37.49082858503922,0.0004350252003983435,7
12,150,10,0.37134982851835396,61.1381799734725,6548.286953926032,80.9214863551457,-2.2981846041798035,37.49082858503922,0.0004350252003983435,8
12,150,11,0.3062970678622906,54.1925385176796,6258.426741776809,79.11021894658622,-2.1521903165437553,37.49082858503922,0.00021751260019917175,9
12,150,12,0.32398410036013675,51.29370481881872,5714.25236428019,75.5926740119715,-1.878105267052696,37.49082858503922,0.00021751260019917175,10
12,150,13,0.2819134679207435,50.30183791551014,5926.193062743042,76.98177097692052,-1.9848537271595323,37.49082858503922,0.00021751260019917175,11
12,150,14,0.2932186289934012,35.25651201384173,2008.0441798712857,44.8112059631437,-0.011394345599587519,35.25651201384173,0.00021751260019917175,0
12,150,15,0.2555372616877923,33.68023354003867,2190.9621550517877,46.80771469588948,-0.10352489116255592,33.68023354003867,0.00021751260019917175,0
12,150,16,0.25060961246490476,35.01969679831415,2144.9435827976604,46.31353563265992,-0.08034665423084997,33.68023354003867,0.00021751260019917175,1
12,150,17,0.24888425350189208,40.670238848412794,3509.9545674367346,59.244869545275684,-0.767863595035299,33.68023354003867,0.00021751260019917175,2
12,150,18,0.23576769053936006,49.718052894423906,5211.40423556563,72.19005634826469,-1.6248350655425683,33.68023354003867,0.00021751260019917175,3
12,150,19,0.25904651595995976,37.86975514564667,3093.034037620041,55.615052257640116,-0.5578726642341563,33.68023354003867,0.00021751260019917175,4
12,150,20,0.22519689647051006,42.49077690895725,3622.264260899184,60.18524952925911,-0.8244307712272219,33.68023354003867,0.00021751260019917175,5
12,150,21,0.23871537327766418,62.0933449932765,7367.864788066957,85.83626732370739,-2.710982487581961,33.68023354003867,0.00021751260019917175,6
12,150,22,0.23881581136813532,55.476863330991876,6310.366349575557,79.43781435547908,-2.178350809508448,33.68023354003867,0.00021751260019917175,7
12,150,23,0.20555704978796152,59.641900964104096,6614.112334196065,81.3271930795356,-2.3313389630676253,33.68023354003867,0.00021751260019917175,8
12,150,24,0.2092249450316796,37.638084156802975,2540.0014011900475,50.39842657454742,-0.2793259634074938,33.68023354003867,0.00010875630009958587,9
12,150,25,0.21545012290661153,30.123185410426835,2992.386650981558,54.702711550539775,-0.5071794579960036,30.123185410426835,0.00010875630009958587,0
12,150,26,0.20863089139644916,34.33577094917867,3515.654823308389,59.29295761984208,-0.7707346506698576,30.123185410426835,0.00010875630009958587,1
12,150,27,0.21603314326359677,43.537806469141,4459.4680962521925,66.77924899437095,-1.24610636665391,30.123185410426835,0.00010875630009958587,2
12,150,28,0.21345441634838397,39.223804390988235,2950.0999801593593,54.31482284017282,-0.48588087293870474,30.123185410426835,0.00010875630009958587,3
12,150,29,0.204388477068681,44.20069093803705,3857.16566376954,62.10608395132912,-0.9427438805790875,30.123185410426835,0.00010875630009958587,4
12,150,30,0.20125220362956708,35.66787555576985,2126.4114230282435,46.113028777431694,-0.07101253609220515,30.123185410426835,0.00010875630009958587,5
12,150,31,0.21264910092720618,25.47551994390237,2488.32770850456,49.88314052367353,-0.2532994042698842,25.47551994390237,0.00010875630009958587,0
12,150,32,0.21251982872302716,17.399263089074257,740.5796450592892,27.213593020020145,0.6269912420317734,17.399263089074257,0.00010875630009958587,0
12,150,33,0.20238532634881826,49.732325926418916,5498.915758814597,74.15467455807892,-1.7696463858429858,17.399263089074257,0.00010875630009958587,1
12,150,34,0.2095329408462231,50.30298430576801,5611.193432489658,74.90789966678854,-1.8261974345850063,17.399263089074257,0.00010875630009958587,2
12,150,35,0.19158631609036372,38.5106744484682,2642.0451596200332,51.400828394297626,-0.33072248212673494,17.399263089074257,0.00010875630009958587,3
12,150,36,0.2018633387180475,42.67873919759407,3578.5729678845055,59.82117491227087,-0.802424718198143,17.399263089074257,0.00010875630009958587,4
12,150,37,0.1933973201421591,41.09348116123803,3142.770884017587,56.06042172529196,-0.5829236893653154,17.399263089074257,0.00010875630009958587,5
12,150,38,0.20078043272862067,30.020721643764986,2033.8100395065674,45.09778308860167,-0.024371871196811723,17.399263089074257,0.00010875630009958587,6
12,150,39,0.18511782664519089,40.89347540943837,4038.275497257572,63.54742714900087,-1.0339637169544105,17.399263089074257,0.00010875630009958587,7
12,150,40,0.1879685998421449,36.372511297594876,3432.871215468125,58.59070929309633,-0.7290389182167281,17.399263089074257,0.00010875630009958587,8
12,150,41,0.18749197519742525,23.13737514025921,1166.1937268931295,34.14957872204472,0.412621618051738,17.399263089074257,5.437815004979294e-05,9
