epoch,train_loss_regularized,learning_rate
196,0.020093153161661964,8.509142616559777e-05
197,0.020136678229485238,8.509142616559777e-05
198,0.020445627574409757,8.509142616559777e-05
199,0.020123846262693406,8.509142616559777e-05
200,0.020474902715001787,8.509142616559777e-05
201,0.020292630740574427,8.509142616559777e-05
202,0.02003947192004749,8.509142616559777e-05
203,0.02031201220835958,8.509142616559777e-05
204,0.02056270861199924,8.509142616559777e-05
205,0.02006770595695291,8.509142616559777e-05
206,0.02006752116765295,8.509142616559777e-05
207,0.019479412685547558,8.509142616559777e-05
208,0.020025623683418547,8.509142616559777e-05
209,0.019563503029091017,8.509142616559777e-05
210,0.02045943371100085,8.509142616559777e-05
211,0.01994914207288197,8.509142616559777e-05
212,0.020118159692202296,8.509142616559777e-05
213,0.0205662438166993,8.509142616559777e-05
214,0.020051164793116704,8.509142616559777e-05
215,0.019967649883457592,8.509142616559777e-05
216,0.019911079577037267,4.2545713082798884e-05
217,0.019587880019630705,4.2545713082798884e-05
218,0.019866621602858816,4.2545713082798884e-05
219,0.019788321997438157,4.2545713082798884e-05
220,0.019761037383760723,4.2545713082798884e-05
221,0.019482136458158494,4.2545713082798884e-05
222,0.019544657217604774,4.2545713082798884e-05
223,0.01970815893156188,4.2545713082798884e-05
224,0.01978388398034232,4.2545713082798884e-05
225,0.01925399721946035,4.2545713082798884e-05
226,0.019884802409580776,4.2545713082798884e-05
227,0.019621167983327595,4.2545713082798884e-05
228,0.019248289746897563,4.2545713082798884e-05
229,0.01913579403928348,4.2545713082798884e-05
230,0.019099916937095777,4.2545713082798884e-05
231,0.019231823406049182,4.2545713082798884e-05
232,0.018897945559450558,4.2545713082798884e-05
233,0.019689841491835457,4.2545713082798884e-05
234,0.01931696222083909,4.2545713082798884e-05
235,0.018854951253959112,4.2545713082798884e-05
236,0.019351623403174537,4.2545713082798884e-05
237,0.01904297752039773,4.2545713082798884e-05
238,0.018993488782218525,4.2545713082798884e-05
239,0.01893682076888425,4.2545713082798884e-05
240,0.01907713832599776,4.2545713082798884e-05
